,,Notes,"Legalized & regulated by the Road Traffic Act, 2007","Except as otherwise provided in this Act, a person shall not drive a motor vehicle of any description or class on a road unless he is a holder of a driving licence authorizing him to drive a motor vehicle of that description or class",A person shall not drive a commercial vehicle unless he obtains in respect of such vehicle the relevant licence issued by the Licensing Authority,,"A person who rides or is ridden on a motor cycle on a
road shall wear a protective crash helmet of a type prescribed by
regulations made under this Act","A person who rides or is ridden on a motor cycle on a
road shall wear a protective crash helmet of a type prescribed by
regulations made under this Act",Every person operating as a commercial motor cycle shall wear a reflectorised apron,"After registration, the Authority shall, upon the
payment by the applicant of such fees as the Authority may prescribe,
issue to the applicant an identification badge to be worn by him while
on duty as a conductor or apprentice",,Not present beyond required on-road practice for regularar licenses.,A person shall not own or drive a motor vehicle or a motor trailer u,,Duty of owner of motor vehicle in respect of compulsory insurance,"Prescribing precautions to be taken in the interests of the safety and convenience of the public travelling in motor vehicles or otherwise using roads, and providing for the periodical inspection of motor vehicles;",,,,"A person who rides or is ridden on a motor cycle on a
road shall wear a protective crash helmet of a type prescribed by
regulations made under this Act",,A person shall not carry more than one other person on a motor cycle unless it is constructed or adapted for the carriage of more than one person.,A person shall not carry more than one other person on a motor cycle unless it is constructed or adapted for the carriage of more than one person.,,The eact sets sriver age limits but contains no explicit minimum age for passengers,,,,,,,"After registration, the Authority shall, upon the
payment by the applicant of such fees as the Authority may prescribe,
issue to the applicant an identification badge to be worn by him while
on duty as a conductor or apprentice","Without prejudice to the generality of subsection (1), the Authority may make regulations {around authorized} specified areas","Empowering any
person to fix the maximum and minimum
fares and rates which may be charged
in the case of commercial vehicles;",,,
Liberia,First legalized by a 2008 statement; recently also by an MoU between the Police and Motorcyclists Union on 2024.,Written,Present,Present,Fragmented,No data,Present,Not present,Fragmented,Not present,Not present,Present,Present,Not present,Present,No data,No data,No data,No data,Present,Fragmented,Present,Present,Not present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Not present,Not present,Present,
,,Enforced,Rarely / Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,"(1) https://frontpageafricaonline.com/news/liberia-police-and-motorcyclists-sign-mou-on-road-public-safety/
(2) https://libmsp08.com/wp-content/uploads/2024/05/2008-REGULATION-GOVERNING-MOTORCYCLE-IN-LIBERIA.pdf",2008 Regulation Governing the Operations of Motorbike,Regulation,,Dress code and passenger limit,,Uniformity,,,Qualification,Regulation,,Insurance,,,,,Dress code and passenger limit,,Dress Code and Passenger Limit,Cargo/Goods,,Age,,,Uniformity,,,,,Parking,,,Time/Hour(s) of Operation,
,,Notes,"In April 2024, the police signed an MoU with the Motorcycle and Tricycle Union, which included restricting motorcycles from certain areas.","All motorbikes drivers/operators shall obtain a driver’s license from the Ministry
of Transport to operate motorbike.","The operation does not specify if it must be registered as a commercial bike but instead ""shall be registereed either for commercial use or for personal use""",,"Each motorbike driver/operator shall be required to wear a helmet, and also
have a helmet for its passenger to wear. It is prohibited to drive/operate
and/or carry passenger without helmets worn by both driver and passenger.",,"This section mandates that all drivers operating a motorbike for a commercial purpose shall wear a uniform to
be determined by the Motorbike Driver Organization with subsequent approval by
the Ministry of Transport and the Ministry of Justice as to the nature and style etc
of such uniform. nHowever, there is no specification about this requirement. Online posts and local newspapers mention jackets but have not found legal document outlining this as a reguirement",,,"All applicants applying for a license to drive/operate a motorbike must present
certificate from the Liberia National Police (LNP) or a driving school registered
with the Ministry of Transport and recognized as trainer of motorbike
drivers/operators, certifying that the applicants are trained by said entity to safely
operate/drive such motorbike","All motorbikes, personal or commercial shall be registered with the Ministry of
Transport with appropriate registration license numbered plate, and shall be
registered either for commercial use or for personal use.",,"It is a legal requirement that any and all motorbike(s) owners and operators alike
shall acquire Third Party Liability Insurance at a cost of US$100 for property
damage and medical US$500 for all liabilities arising from the use of a motorbike,
in the event of an accident.",,,,,"Each motorbike driver/operator shall be required to wear a helmet, and also
have a helmet for its passenger to wear. It is prohibited to drive/operate
and/or carry passenger without helmets worn by both driver and passenger.",,"No motorbike driver shall carry more than one (1) passenger at the time
while driving/operating a motorbike. It is prohibited to carry more than one
(1) passenger while driving/operating a motorbike","No motorbike driver/operator shall be allowed to carry cargos/goods on his/her
motorbike at anytime.",,"Only individuals thirteen (13) and above shall be allowed as a passenger on a
motorbike
It is prohibited to carry any child under 13 as a passenger on any motorbike,
whether for commercial use or for personal use.",,,"Notwithstanding, the above and in recognition that all motorbike drivers/operators may not be members of the union",,,,,The Liberia National Police in consultation with the Ministry of Transport shall designate parking space in the approved areas in which motorbikes are allowed to operate,,,"All motorbikes used for commercial purposes, shall operate between the hours of 5am to 8pm. It is strictly prohibited to operate/drive any commercial motorbikes outside of the time designated for such use",
Mauritania,,Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://documents1.worldbank.org/curated/en/878001625140712976/pdf/Mauritania-Transport-Policy-Note.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,Limited moto-taxi presence; no known regulation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Gambia,"Unclear. There was reportedly a ban in 2024, but they continue to operate, and a councillor called for the ban to be lifted. However, the original ban cannot be found, and it is assumed the councillor is referring to the impounding of several motorcycle taxis.",Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://standard.gm/when-laws-lose-their-purposethe-case-for-jakarta-operators-in-rural-gambia/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,No regulations; ambiguous status abused by police to extract bribes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,"Widely used, but not mentioned in legislation (nor are they closed out of commercial usage).",Written,Not present,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://faolex.fao.org/docs/pdf/gbs121648.pdf,,,,,,,,,,,,,,,,,,,https://observador.pt/2024/07/04/policia-guineense-proibe-conducao-de-motos-sem-capacete-exige-carta-e-limita-passageiros/,,,,,,,,,,,,,,,
,,Notes,Traffic law does not explicitly mention motorcycle-taxis but does not otherwise ban them,,,,,,,,,,,,,,,,,,,Looked into overloading,,,,,,,,,,,,,,,
Cape Verde,Moto-taxis not present; ambiguous or prohibited.,Written,Not present,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,"https://www.scribd.com/document/695121574/Decreto-Legislativo-4-2005-Aprova-o-Novo-CoI-digo-de-Estrada#content=query:passageiro,pageNum:28,indexOnPage:0,bestMatch:false",,,,,,,,,,,,,,,,,,,"https://www.scribd.com/document/695121574/Decreto-Legislativo-4-2005-Aprova-o-Novo-CoI-digo-de-Estrada#content=query:comercial,pageNum:26,indexOnPage:0,bestMatch:false",,,,,,,,,,,,,,,
,,Notes,Somewhat unclear. May effectively be banned.,,,,,,,,,,,,,,,,,,,Mentions sidecars,,,,,,,,,,,,,,,
Chad,Moto-taxis present; however they are missing from legislation.,Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://www.scribd.com/document/695287816/Code-de-la-route-230929-195113,,,,https://www.lepaystchad.com/32133/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,Code de la Route does not explicitly allow or disallow motorcycle-taxis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,No national-level legislation; have been occasionally banned from Bangui.,Written,Fragmented,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://www.radiondekeluka.org/33836-rca-vers-la-reglementation-du-transport-des-taxis-motos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,"Unclear what law governs it, but ministry of Transport charging 5,000 CFA for a transport permit.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Republic of the Congo,,Written,Present,Present,Not present,No data,Present,Not present,Present,Present,Fragmented,Present,Present,Not present,Present,Present,No data,No data,No data,Present,Present,Present,Present,No data,Not present,Not present,Not present,Present,Present,No data,No data,No data,Present,Not present,Not present,Present,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://www.primature.gouv.cg/wp-content/uploads/2024/07/Decret_Motocycle.pdf,Regulated by Decree N 2024-324 - Art. 7,,,Regulated by Decree N 2024-324 - Art. 6,,Regulated by Decree N 2024-324 - Art. 7,Regulated by Decree N 2024-324 - Art. 7,Regulated by Decree N 2024-324 - Art. 7,Regulated by Decree N 2024-324 - Art. 7,Regulated by Decree N 2024-324 - Art. 5,,Regulated by Decree N 2024-324 - Art. 5,Regulated by Decree N 2024-324 - Art. 5,,,,Regulated by Decree N 2024-324 - Art. 6,Regulated by Decree N 2024-324 - Art. 3,https://www.primature.gouv.cg/wp-content/uploads/2024/07/Decret_Motocycle.pdf,Regulated by Decree N 2024-324 - Art. 8,,,,,Regulated by Decree N 2024-324 - Art. 6,Regulated by Decree N 2024-324 - Art. 6,,,,Regulated by Decree N 2024-324 - Art. 4,,,https://www.primature.gouv.cg/wp-content/uploads/2024/07/Decret_Motocycle.pdf,
,,Notes,Regulated by Decree N 2024-324,A valid category A license for two-wheeled motorcycles,,,Two helmets: for passenger and driver are required - along with desinfectant ,,"""Numbered fluorescent vest"".","""Numbered fluorescent vest"".",PArtially - driver must hold a medical certificate from a doctor approved by the local authority,"""Hold a certificat de capacité for public passenger transport"" ","""All motorcycles used for public passenger transport must be registered (immatriculé)""",,Motorcycles must be insured,"""All motorcycles used for public passenger transport must undergo a periodic technical inspection""",,,,Two helmets: for passenger and driver are required - along with desinfectant ,Activity subject to road safety and health rules,Article 8: can't carry more than one passenger.,Maximum of 1 passenger,,,,,"exploitation reserved to economic interest groups, enterprises, and professional groupings holding an agrément (approval) issued by the Minister of Transport","exploitation reserved to economic interest groups, enterprises, and professional groupings holding an agrément (approval) issued by the Minister of Transport",,,,"Authorized in the outskirts of major cities, in urban communities lacking any form of public transport, and in rural areas. ",,,"Drivers cannot go over 50 km / h., A sanitary/first-aid kit",
Equatorial Guinea,No known presence of moto-taxis; no moto-taxi regulation either.,Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://minhacienda-gob.com/wp-content/uploads/2020/06/TRABSPORTES-CARRETERA.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,Moto-taxis not explicitly or implicitly outlawed by the general transport law (2019),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,"Moto-taxis essentially non-existent in Gabon, and outlawed by a definition of public transport which excludes motorcycles.",Written,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://www.scribd.com/document/681950404/DECRET-N-000311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,"Decret N 000311/PR/MTAC defines public urban transport as ""autobus, des bus, des taxi-bus urbains et des taxis urbains"" in Article 6.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,"Moto-taxis commonly used, but unregulated.",Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://dgrn.gov.st/leis/Lei/61_codigo_da_Estrada.pdf,,,,https://dgrn.gov.st/leis/Lei/61_codigo_da_Estrada.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,Class A license is for motorcycles; Class D is for heavy passenger transport. Could be interpreted as a ban?,,,,Artigo 82 of the Codigo de Estrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,Nationally allowed; banned from Bujumbura.,Written,Fragmented,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://pnb.gov.bi/documents/1657522240.pdf,,,,,https://pnb.gov.bi/documents/1657522240.pdf,,,,,,,,,,,,https://pnb.gov.bi/documents/1657522240.pdf,,,,,,,,,,,,,,,,,
,,Notes,"Recognized nationally in LOI N° 1/026 DU 23 NOVEMBRE 2012, Article 465; but banned from Bujumbura. Requires that they have a ""certificat de capacite professionnelle"" from the Ministry of Transport.",,,,,Required in Article 468.,,,,,,,,,,,,"""The owner of the motorcycle must have two helmets, one for themselves and the other for the passenger. If the passenger refuses to wear a helmet
for any reason whatsoever, the driver must immediately stop the
service for the passenger under penalty of both being sanctioned."" in Article 469",,,,,,,,,,,,,,,,,
Somalia,No known legislation. Three-wheelers more common. Go! Moto-taxi app operating.,Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,Couldn't access Road Traffic Law.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,South Sudan had bodas when it was established as a state. The country still seems not to have any Road Traffic law whatsoever.,Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://www.wto.org/english/thewto_e/acc_e/ssd_e/wtaccssd6_leg_51.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,Seems that the Road Traffic and Safety Bill never actually passed Parliament.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,"Moto-taxis believed to have limited presence in Eritrea, and no regulation mentions them.",Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://www.loc.gov/resource/lleritrea.eritrean-proc-160-2007/?st=pdf&pdfPage=4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,No known mention of moto-taxis in Eritrean law.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djibouti,No known moto-taxi usage; three-wheeler usage common.,Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://tttfp.org/wp-content/uploads/2019/06/Djibouti-Final-Report-1Feb17.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,Not mentioned in any discernible law.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comoros,No known moto-taxi presence; no moto-taxi regulation found.,Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://munganyo.km/public/storage/Ru6kwEyNW4W8f8QPy3h8q08rHaIjyQ-metaRMOpY3JldCBOwrAyMC0wNTJQUiBkdSAwMSBhdnJpbCAyMDIwIFByb211bGdhdGlvbiBDb2RlIGRlIGxhIHJvdXRlLnBkZg==-.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,Code de la Route does not mention or explicitly disallow moto-taxis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,"Recent growth in usage in Tunis especially, but no known regulation.",Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://english.legal-agenda.com/public-transport-in-tunisia-daily-disintegration/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,Moto-taxis not addressed by current law.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,War has overtaken Libya. No known motorcycle-taxi services.,Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://security-legislation.ly/latest-laws/decree-no-247-of-1994-on-specifying-the-provisions-and-rules-on-traffic-traffic-signals-and-traffic-etiquette/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,"1994 law doesn't clarify, though it does prohibit motorcycles ""from transporting other persons on their cycles unless equipped with another seat.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Sahara,Effectively ruled from Morocco; no known evidence of motorcycle-taxis in Sahrawi-run areas.,Written,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,Follows Moroccan law in Moroccan-run areas. No known Sahrawi road traffic law.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,No known motorcycle-taxi presence or motorcycle-taxi law.,Written,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,"https://zimlii.org/akn/zw/act/1997/1/eng@2016-12-31
https://bigsky.co.zw/wp-content/uploads/Road-Traffic-Act-Chapter-13-11-updated.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,"""Passenger transport service"" includes omnibuses, taxicabs, or ""any other service that may be prescribed."" However, they have not been prescribed, so they are essentially prohibited. The Road Traffic Act mentions motorcycles, but not motorcycle-taxis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,No known motorcycle-taxi presence. Law more ambiguous than most as it technically allows motor cycles to be defined as motor vehicles.,Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://namiblii.org/akn/na/act/gn/2020/113/eng@2020-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,"As part of Covid, Namibian government restricted ""any person other than the driver on a motorcycle, motor tricycle or pedal cycle."" However, the period of lockdown ended later that year. Additionally, the Road Traffic and Transport Act of 1999 does not mention motorcycles whatsoever, but allows them to be listed as ""motor vehicles"". ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botswana,No moto-taxi presence; public service vehicles require a professional driving permit that excludes motor cycles.,Written,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://www.botswanatradeportal.org.bw/kcfinder/upload/files/Chapter%2069.01%20Road%20Traffic.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,"Professional driving permit (PrDP) required for public service vehicles; no category available for motorcycles, and explicitly excluded.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,"No known moto-taxi presence; however, the law seems to leave a loophole in the definition of motor vehicle.",Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://lesotholii.org/akn/ls/act/1981/6/eng@1981-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,"Motor vehicles, and thus public motor vehicles technically includes motor cycles in the 1981 Road Traffic Act.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,"No known moto-taxi presence; definition of commercial transport (as ""road transportation"") excludes motorcycles.",Written,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://eswatinilii.org/akn/sz/act/2007/5/eng@2007-09-20/source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,"The Road Transportation Act of 2007 defines ""road transportation"" as a for reward transport excluding motor cycles.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,"Predominantly a three-wheeler country; new app called ""PickMe"" operating in legal gray zone",Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://www.srilankalaw.lk/revised-statutes/alphabetical-list-of-statutes/732-motor-traffic-act.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,"However, section 102(4d) means that insurers are legally allowed to exclude motorcycles which are carrying another passenger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syria,Moto-taxis became common during the war; current government has other priorities and no known legislation exists.,Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://syrianobserver.com/foreign-actors/amid-high-fuel-prices-and-low-income-motorbike-taxi-service-in-azaz.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,Ad-hoc local motorcycle bans for security reasons. No direct legislation addressing them.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,No known operating motorcycle-taxis; not present in legislation.,Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://adilet.zan.kz/eng/docs/Z030000476_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,"Existing ride-hailing legislation requires four-dar vehicles, which could be interpreted as ruling out moto-taxis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,No known motorcycle-taxi presence in Jordan.,Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,2017 Public Transport Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,"No known motorcycle-taxi service, except for one man on social media.",Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://emze.az/ru/novosti/obnovleniya-zakonodatelstva/noviye-trebovaniya-dlya-deyatelnosti-taksi-v-azerbaijane/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,Set of requirements for taxi vehicles requires elements that are not fit for a motorcycle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,"No known motorcycle-taxi services, no known law.",Written,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,Nothing found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyrgyzstan,"No known motorcycle-taxi services, no known law.",Written,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,"Law of the Kyrgyz Republic ""On Motor Transport"" (Закон КР ""Об автомобильном транспорте""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,"Defines ""carrier"" as requiring a license/permit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkmenistan,"No known motorcycle-taxi services, no known law.",Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,"Law ""On Motor Transport"" (2 March 2013) - Article 14.1 says ""Passenger transport is subdivided by service type into: bus, route-taxi (marshrutka), and passenger-car taxi"" and excludes motorcycle taxis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,"No known motorcycle-taxi services, no known law.",Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,"No known motorcycle-taxi services, no known law.",Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://naql.om/assets/resources/LandRegulationsEnglish.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,"No known motorcycle-taxi services, no known law. Motorcycles excluded from the ""Law on Auto Transport"" entirely",Written,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,"Law on Auto Transport (Автотээврийн тухай хууль), adopted 4 June 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,"Article 3.1.1 says """"'auto transport vehicles' shall mean all types of automobiles, trailers and electronic transport vehicles designated for transporting freight and passengers"" - excludes motorcycles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,No known motorcycle-taxi services.,Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://kuwaitarticles.com/wp-content/uploads/2025/04/New-Traffic-Law-in-Kuwait-PDF.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,"No known motorcycle-taxi services, the law is only applicable to ""passenger-taxi automobiles""",Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,"Law ""On Motor Transport"" (No. ՀՕ-233-Ն, 5 Dec 2006, as amended through July 2025)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,"Article 17.2 only discusses ""passenger-taxi automobile"". It is illegal to operate one without a taximeter or notification to competent authority - but nothing at all about motorcycles.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,"No known motorcycle-taxi services, moto-taxis prohibited by way of excluding motorcycles from public vehicle licenses.",Written,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
